	CNF vs MPNST1	CNF vs MPNST1	CNF vs MPNST1	CNF vs MPNST1		CNF vs MPNST2	CNF vs MPNST2	CNF vs MPNST2	CNF vs MPNST2		CNF vs NF	CNF vs NF	CNF vs NF	CNF vs NF	
ZMIZ1	1.364650972	0.06816422	0.108470586	4690.640231	 	-1.075765535	0.798284858	0.884696574	5083.661771	 	-1.095859196	0.514646927	0.620802314	5165.507766	 
ABCA1	-1.78187984	0.053277406	0.08731099	4168.580508	 	-1.836172215	0.193022009	0.37209288	4622.467202	 	-2.556533156	0.000120542	0.000420971	6071.613716	 
A2M	1.506190061	0.495513059	0.586366998	20669.17234	 	-1.98330996	0.273456831	0.466173858	96741.11639	 	-3.69547122	0.004979609	0.012002298	134694.4954	 
ENDOD1	3.479170772	2.10E-08	1.06E-07	3407.304287	 	1.451282602	0.30658369	0.501291552	3407.304287	 	-3.13654478	3.93E-10	3.40E-09	11082.84425	 
ITGB3	1.87232268	0.121759452	0.179858794	347.7558523	 	-1.491910079	0.487797025	0.66451428	667.163595	 	-2.838291002	0.001424178	0.003932564	1216.109924	 
SERINC5	-1.561509778	0.007965328	0.015981015	3235.927964	 	-1.218374605	0.483642927	0.661022173	2534.397111	 	-1.736383387	6.76E-05	0.000249287	3602.391363	 
CHPF	-3.402408996	7.17E-08	3.36E-07	4996.479929	 	-4.876961543	1.96E-05	0.000316524	7977.258009	 	-1.760542253	0.002460636	0.006396513	2545.070436	 
RUNX1	-3.206713147	7.17E-09	3.85E-08	2847.559185	 	-7.148881829	3.47E-09	2.90E-07	7085.658937	 	-3.059882826	1.51E-11	1.61E-10	2713.62442	 
CFL1	2.177552544	1.26E-12	1.07E-11	8409.694391	 	-1.455227542	0.045178711	0.134947529	12373.5972	 	-1.256991214	0.011531187	0.025309023	10620.82695	 
MYL6	3.190106679	1.44E-14	1.55E-13	14705.2318	 	1.327476999	0.265832576	0.458237457	14705.2318	 	1.048444311	0.703606071	0.790141585	14705.2318	 
LGALS3BP	-1.017904113	0.924278643	0.949571957	5158.653605	 	-1.127892249	0.698702266	0.819207227	5757.679442	 	-2.564065473	9.01E-10	7.45E-09	13181.97751	 
HSP90AB1	-1.06823071	0.600545552	0.683857525	16541.46885	 	-3.430391159	9.02E-09	6.38E-07	54857.08825	 	-1.884425779	1.13E-09	9.22E-09	29295.55809	 
ITGB4	2.726220054	0.012094721	0.023253442	9588.953202	 	4.883563736	0.00556275	0.027886018	9588.953202	 	-1.280894182	0.443126799	0.551784232	11196.46378	 
EDIL3	-4.304023775	1.32E-08	6.81E-08	2832.781662	 	-5.979811289	1.44E-05	0.000246733	4577.192858	 	-2.822130644	8.39E-07	4.34E-06	1832.975989	 
CRYAB	3.922104142	9.07E-05	0.000264965	3995.213888	 	1.966530705	0.196946991	0.377206321	3995.213888	 	-2.159569942	0.006648421	0.01556945	8829.113942	 
CSDE1	1.872331744	8.40E-08	3.90E-07	17134.26422	 	-1.328058743	0.155267657	0.319302489	22919.93232	 	-1.521614856	1.40E-05	5.88E-05	26155.70674	 
CTSB	1.363101647	0.137043397	0.199405909	8460.983173	 	-8.828245175	2.27E-10	2.87E-08	91105.03758	 	-3.319670647	2.46E-12	2.96E-11	30047.60477	 
DCBLD2	-1.149739396	0.595847704	0.679335855	2758.934805	 	-1.098698935	0.823059671	0.899027457	2655.589267	 	-2.142375068	0.000407421	0.001269201	5244.844968	 
OLFML2A	4.847999739	1.32E-05	4.42E-05	14593.90582	 	2.419802922	0.1001912	0.238688634	14593.90582	 	1.890818632	0.030243036	0.058804349	14593.90582	 
SYT11	2.294962842	0.001257633	0.002965807	2141.304895	 	-1.018973762	0.963736975	0.981296447	2263.128541	 	-3.63738109	9.38E-10	7.72E-09	8384.845472	 
CNN3	1.329454517	0.119945836	0.177444719	8712.88745	 	-1.709760323	0.079011527	0.201443505	15501.97858	 	-2.050034743	1.93E-06	9.36E-06	18217.20334	 
CLSTN1	-1.093367546	0.580556449	0.665783371	6874.36703	 	-1.091826586	0.746475053	0.852160399	6884.051644	 	-1.269337906	0.073331192	0.126355632	7993.742106	 
RPL3	4.333439587	8.05E-36	6.80E-34	61121.30962	 	1.402059508	0.091334483	0.223739113	61121.30962	 	1.437721682	0.000179062	0.000600528	61121.30962	 
ENO1	-1.83431807	0.000157292	0.00043967	17396.34384	 	-4.229236193	9.30E-08	4.33E-06	42376.48921	 	-1.431403605	0.00672602	0.015735837	13536.37946	 
EGFL8	10.23028844	2.53E-09	1.45E-08	2874.508633	 	3.654759905	0.021519561	0.078321924	2874.508633	 	1.075104145	0.818408873	0.881794929	2874.508633	 
ALDOA	1.162267405	0.262097243	0.346285431	8769.512313	 	-2.573279717	3.28E-05	0.000471962	23412.5258	 	-1.151727353	0.201824558	0.29356458	10196.47827	 
TAGLN2	2.919686633	6.73E-10	4.08E-09	11461.26868	 	-1.020866491	0.943342586	0.967948926	11687.01784	 	1.235691028	0.138901353	0.21522493	11461.26868	 
FAT1	-19.57911658	3.69E-33	2.50E-31	58595.59293	 	-5.305179899	3.06E-05	0.000445448	17344.11306	 	-2.933209633	1.21E-07	7.20E-07	8330.962276	 
GNAS	1.049758969	0.765266351	0.826041576	15855.65057	 	-3.616687231	2.57E-06	6.13E-05	61512.43067	 	-1.896704786	1.79E-06	8.79E-06	30703.43075	 
C1S	3.85295638	0.000195108	0.000535759	15018.76265	 	-1.675636285	0.336686413	0.532762167	27901.64465	 	-2.555893775	0.001402156	0.003877485	39785.24713	 
ABL2	-1.555280525	0.023579857	0.04238427	2251.864017	 	-1.333498163	0.374136952	0.56690703	1952.751588	 	-1.80014068	0.000252503	0.000822394	2612.114646	 
MPRIP	1.163007082	0.195967175	0.271362747	8505.424477	 	1.42377566	0.076353406	0.196546959	8505.424477	 	-1.175952024	0.092897853	0.154331192	10009.06593	 
KLF6	4.177306927	1.98E-11	1.46E-10	6263.358256	 	1.351708203	0.38996419	0.582073092	6263.358256	 	-1.847361627	0.000457849	0.001412678	11689.9271	 
GLUL	2.14364258	0.032090051	0.055693177	11562.60557	 	-1.522345151	0.428619593	0.617204597	19754.04849	 	-1.866689467	0.030718853	0.059612367	22755.92396	 
TRIO	-4.312054401	1.66E-23	4.59E-22	15558.49595	 	-1.059977683	0.813963127	0.893699641	3780.587503	 	-1.694616611	1.25E-05	5.28E-05	6060.9403	 
PTPRS	-1.825291514	0.020237396	0.036976942	9241.186618	 	1.506611446	0.324126321	0.520535181	4988.987516	 	1.285055157	0.237674398	0.335131263	4988.987516	 
HLA-DRB5	2.135925178	0.220006262	0.298819778	2436.286868	 	-1.441501353	0.548985841	0.712591185	4599.638625	 	-3.346597948	0.0111439	0.024548691	10047.25098	 
GAP43	-1.452915862	0.481943854	0.573132552	666.8860039	 	-1.615197539	0.453283714	0.636684875	959.2417633	 	-6.774963714	5.10E-06	2.30E-05	4049.821729	 
SH3PXD2B	-4.773670989	4.98E-21	1.08E-19	10217.54296	 	-2.190335376	0.004949201	0.025431739	4770.743064	 	-1.044667253	0.749913022	0.828317273	2193.830246	 
UBA1	-1.64561068	4.89E-07	2.03E-06	10201.30942	 	-1.329253147	0.093601996	0.22757389	8262.08667	 	-1.11573915	0.181125866	0.268472367	6905.751585	 
RHOC	2.277155538	2.70E-14	2.81E-13	5284.24012	 	-1.218169901	0.285573404	0.479118857	6475.276255	 	-1.350804424	0.000758131	0.00222725	7164.899345	 
ZEB2	3.507099961	1.12E-10	7.53E-10	14488.90116	 	2.859804803	0.001137034	0.008125182	14488.90116	 	-1.311180914	0.090533385	0.151014678	18585.95625	 
NID1	-1.810356065	0.002367426	0.005287879	9051.915384	 	-2.206937933	0.014519074	0.058088746	11499.79696	 	-3.607465837	1.40E-15	2.54E-14	18246.88405	 
CAPN2	1.034211963	0.811956608	0.86388526	6327.554087	 	-1.193988312	0.459172763	0.641978344	7653.94354	 	-1.259150072	0.04828593	0.088206914	8039.853706	 
OAF	1.485298058	0.224728306	0.304275108	2962.857243	 	-1.535092732	0.390072551	0.582127608	5004.26126	 	-1.697687449	0.04616547	0.084886524	5224.417824	 
GNAI2	2.210361065	3.99E-10	2.50E-09	7774.238601	 	-1.51656002	0.053503328	0.152948629	11974.94208	 	-1.774723006	4.23E-08	2.73E-07	13911.94846	 
PDLIM4	1.464372813	0.27728709	0.363285519	1748.74226	 	1.279057617	0.639962294	0.781004231	1748.74226	 	-1.460078657	0.184544236	0.272640442	2661.191287	 
ARHGEF12	1.252955879	0.052488811	0.086253964	8292.025542	 	1.664433443	0.010308022	0.044864155	8292.025542	 	-1.282976534	0.009480245	0.021288149	10647.3251	 
BHLHE40	1.113190906	0.637690805	0.716454352	3580.944245	 	-2.045201802	0.054253625	0.154543052	7898.848164	 	-1.637706835	0.008343551	0.018978926	5999.466243	 
FURIN	1.094616371	0.54770055	0.634944551	3674.365247	 	-1.251323324	0.377376729	0.570057289	4647.902294	 	1.186342105	0.168590426	0.252855572	3674.365247	 
ATP2B4	2.106615737	3.68E-05	0.000114855	8792.639863	 	1.735343573	0.067497666	0.180451523	8792.639863	 	-1.209035757	0.20169321	0.293398901	10647.11233	 
AHR	1.997953826	0.00108466	0.002591689	6734.154921	 	1.702053002	0.12721963	0.280332908	6734.154921	 	-1.954946971	0.000117974	0.00041303	13309.80203	 
GLG1	-1.157597208	0.199566743	0.275440099	7707.291981	 	-1.761933063	0.003635166	0.01991049	11865.35582	 	-1.746615905	3.26E-09	2.48E-08	11654.76734	 
RPL13A	6.180529158	2.98E-36	2.65E-34	47393.17866	 	1.096310487	0.707459675	0.825590362	47393.17866	 	1.506119063	0.000608636	0.001826273	47393.17866	 
EIF1	4.763009903	8.54E-25	2.64E-23	10486.20922	 	-1.437873244	0.15617955	0.320689467	15295.61887	 	-1.646703695	6.72E-05	0.000248202	17356.76955	 
ERBB3	8.18875026	7.52E-10	4.54E-09	12642.13122	 	9.090360729	1.91E-05	0.000309599	12642.13122	 	1.099995927	0.731558583	0.813331822	12642.13122	 
LAMP1	2.381904157	4.95E-16	6.40E-15	7791.959516	 	-1.644006442	0.00655821	0.031699579	12964.11955	 	-1.498663803	4.67E-06	2.12E-05	11729.71548	 
PLXND1	1.425151389	0.141943613	0.205434096	6279.005167	 	1.196746445	0.645959136	0.784963613	6279.005167	 	-1.282584855	0.20860967	0.301608014	8096.02842	 
CIC	-1.212083776	0.255377262	0.338603877	6212.543829	 	1.044445978	0.878175339	0.930660284	5144.760692	 	2.219098918	1.10E-08	7.77E-08	5144.760692	 
EZR	1.149829043	0.562963884	0.649371755	6337.557383	 	1.383255905	0.406873085	0.597354117	6337.557383	 	1.537627599	0.02984005	0.058135039	6337.557383	 
PHLDA1	1.228667357	0.356245117	0.447591988	1919.523931	 	-2.27578475	0.024356753	0.085710321	4911.153139	 	-4.947382417	2.77E-18	7.05E-17	10309.78994	 
BSG	1.206027855	0.203913493	0.28026649	6253.923263	 	-2.178060767	0.001784805	0.011506103	14159.11116	 	-1.281680788	0.041325647	0.077099951	8117.697716	 
HLA-DPA1	3.598107617	0.021862501	0.039636241	6745.625089	 	-1.805919014	0.355518683	0.54930797	19496.55242	 	-3.836209341	0.00214787	0.005680036	35051.33409	 
JUNB	1.347616582	0.406452679	0.497969668	3397.230877	 	-1.328591969	0.595100768	0.747079639	5049.504544	 	-2.291817031	0.004466008	0.010884479	8556.952819	 
CLTC	-2.311140076	1.08E-08	5.64E-08	16150.8537	 	-3.279033376	1.63E-06	4.30E-05	23723.13423	 	-2.355117701	1.37E-12	1.69E-11	16459.93587	 
MFSD12	1.267308504	0.274205101	0.359963752	2223.228669	 	1.683816061	0.143371805	0.302629762	2223.228669	 	1.567912369	0.011612739	0.025461435	2223.228669	 
PABPC1	1.1351309	0.455954398	0.547695306	24728.01824	 	-1.748411794	0.049947393	0.145373601	44571.19967	 	-1.079143588	0.586606208	0.68748727	26789.35656	 
MCL1	1.575215774	0.000297163	0.000789321	7346.014105	 	-1.736297058	0.009827509	0.043304631	13015.32579	 	-2.737580394	2.61E-22	1.09E-20	20362.47053	 
KANK2	2.425019341	1.88E-07	8.30E-07	8116.156943	 	1.122788445	0.684475311	0.810199935	8116.156943	 	-1.434867965	0.00993429	0.02215979	11671.89962	 
HLA-E	5.41677225	5.60E-18	8.76E-17	20626.15027	 	-1.158939679	0.649174214	0.787670884	23843.22621	 	-1.398216047	0.037182021	0.070463595	28647.52382	 
VCL	-1.719213713	0.01290797	0.024698425	12870.3098	 	-1.298960694	0.464551898	0.646127196	9822.135362	 	-1.552886058	0.013996631	0.030040807	11598.35482	 
SLC23A2	3.553219318	7.02E-11	4.83E-10	3101.215749	 	1.487728405	0.218355154	0.40443758	3101.215749	 	1.004666669	0.976783561	0.996453127	3101.215749	 
PLD3	-1.377702429	0.136614452	0.198850581	8166.472821	 	-4.000332263	8.85E-05	0.001068638	26237.74031	 	-1.339881843	0.098210137	0.161623903	7936.796403	 
HNRNPA2B1	2.427622539	1.09E-08	5.69E-08	19306.63	 	1.038630358	0.884766866	0.935077705	19306.63	 	1.356084881	0.017258834	0.036072614	19306.63	 
LENG8	3.524346038	9.85E-09	5.18E-08	23779.65396	 	11.28468921	1.79E-11	3.62E-09	23779.65396	 	8.358145968	6.61E-32	7.36E-30	23779.65396	 
CALD1	1.526645364	0.08987337	0.138258503	9061.991464	 	-1.542174436	0.281590919	0.4746602	15056.90839	 	-1.918845014	0.001440267	0.003967872	18196.30706	 
NFE2L1	-1.350555074	0.003724217	0.008018127	10049.0547	 	-1.24451015	0.217552433	0.403371728	9283.047369	 	-1.572101617	1.27E-07	7.51E-07	11706.48801	 
EIF4G1	-2.828245304	3.69E-17	5.32E-16	21338.51871	 	-1.723941962	0.00958008	0.042491614	13097.34224	 	1.055368614	0.597178257	0.697350628	7444.87764	 
EEF1G	2.247510404	0.049136523	0.081432849	34012.43094	 	-1.198879789	0.755167129	0.858028774	42308.11897	 	1.008436252	0.979807349	0.998431997	34012.43094	 
MAF	1.36301959	0.409258028	0.501041692	5569.229347	 	-1.082300555	0.885694331	0.935874823	5724.730289	 	-1.142241223	0.661833186	0.754004766	5963.464506	 
COL6A3	-1.778573848	0.117838059	0.174741519	49198.93497	 	-3.954726239	0.011387905	0.048513386	145556.3875	 	-1.239568296	0.471905573	0.579130232	33417.63444	 
MMP1	-7.230028223	0.000192676	0.000529859	719.6805601	 	-11.94280224	0.000104409	0.001220015	2545.721921	 	2.946468254	0.010259569	0.022797686	18.04502756	 
GFRA3	9.28333431	0.000107662	0.000310117	1730.377771	 	1.837097182	0.33942282	0.534807081	1730.377771	 	-2.60451567	0.033097944	0.063692714	3771.923548	 
PTPRZ1	2.667450695	0.105469691	0.158823058	8261.187228	 	1.758472219	0.36395168	0.556520887	8261.187228	 	-1.409703966	0.463613596	0.570953875	9152.745548	 
MVP	-1.081152564	0.597411203	0.680933791	3609.28191	 	-1.415709238	0.163980146	0.332120249	4784.438438	 	-1.15496833	0.237405115	0.334835776	3857.65909	 
NOTCH3	-1.206886807	0.530545434	0.619100516	10601.98654	 	-1.175104947	0.730238814	0.840910932	10520.71957	 	1.532838908	0.081101013	0.137628688	8856.349455	 
NCOR2	-1.067023151	0.773131262	0.832461769	8628.136413	 	1.144008362	0.714626202	0.830701551	8075.576397	 	-1.016664494	0.928756987	0.964336844	8211.271629	 
TGOLN2	1.708542831	6.52E-06	2.29E-05	6913.950791	 	-1.534166275	0.034573618	0.1108983	10758.84042	 	-2.235475842	2.36E-16	4.72E-15	15594.20181	 
KIF13B	1.63149358	0.105963198	0.159409216	2623.87741	 	1.624991333	0.303353376	0.497998586	2623.87741	 	-1.253215982	0.361226482	0.469674736	3267.775509	 
RDX	1.28896688	0.144046929	0.208155795	2605.336797	 	1.699604997	0.068613581	0.182567772	2605.336797	 	-1.770371584	6.62E-05	0.000244654	4679.003751	 
RPLP0	3.224804215	7.59E-18	1.17E-16	36105.26139	 	-1.050904352	0.829661519	0.902619604	37839.60744	 	1.39452713	0.003053505	0.007739136	36105.26139	 
SERINC1	4.223952647	9.09E-37	8.59E-35	10597.6187	 	-1.389944405	0.089769403	0.220772794	14837.68606	 	-1.718934446	7.91E-09	5.69E-08	18273.52702	 
IFITM3	2.318888217	3.63E-05	0.000113612	6922.913768	 	-1.969467355	0.04398559	0.132283256	14487.57942	 	-2.003256705	3.35E-05	0.000131399	14223.07452	 
HUWE1	-3.345534441	5.19E-25	1.63E-23	19855.22987	 	-1.254583316	0.255717163	0.446881789	7431.282876	 	-1.245065549	0.02328692	0.046854477	7346.144107	 
LAMB2	1.178199167	0.244373411	0.326215014	9900.467122	 	1.110666704	0.66009687	0.793880202	9900.467122	 	-1.097466899	0.423627462	0.532391114	10888.84205	 
ITM2B	6.757592539	2.59E-26	9.27E-25	22370.74651	 	-1.336563401	0.33437969	0.530574861	30116.53378	 	-1.704433748	0.000321079	0.001021995	38079.34222	 
GNB1	2.181670102	2.48E-13	2.32E-12	8434.976073	 	-1.671023667	0.004834295	0.02496795	14270.00042	 	-1.772210678	7.94E-11	7.65E-10	15029.77803	 
COL4A1	-2.330207918	0.006986046	0.014172882	25588.26412	 	-3.775082071	0.006108109	0.030025514	49861.68343	 	-1.95120517	0.008961356	0.020231013	21238.95562	 
ATF3	1.12115777	0.723679876	0.790845352	332.1642246	 	-2.985745169	0.02737297	0.093534414	1367.634049	 	-5.790085022	2.66E-11	2.73E-10	2366.534757	 
RHOBTB3	-2.595665074	5.95E-05	0.000179403	3671.68172	 	-3.358397181	0.001688142	0.01100552	5205.745727	 	-2.295784494	2.04E-05	8.30E-05	3236.714065	 
COL5A1	-2.217058522	0.004196466	0.00893988	22656.58469	 	-3.727092065	0.00282558	0.016401923	44014.61388	 	-1.332173864	0.207464438	0.300313657	13360.03853	 
ANK3	-1.331067358	0.350712627	0.44207717	3542.188066	 	2.371858669	0.069750658	0.184412547	2709.299989	 	-1.175684733	0.517604971	0.62316378	3110.206067	 
COL14A1	-1.759598006	0.218580404	0.297123076	13977.33603	 	-2.005647491	0.256961017	0.44814162	20101.83312	 	-2.669157787	0.007586866	0.017475143	22266.18019	 
PFN1	2.346905619	4.81E-09	2.64E-08	8188.14678	 	-1.192758732	0.474459677	0.653874828	9857.652803	 	1.024002059	0.843593761	0.901213376	8188.14678	 
LAMP2	1.011773921	0.923514183	0.949192437	4528.978798	 	-2.275451877	7.52E-05	0.000946471	10585.30271	 	-1.756318825	2.22E-08	1.49E-07	8032.653811	 
RPL10	4.119878963	5.70E-30	2.86E-28	33534.90068	 	-1.182288532	0.429325714	0.617564045	39642.04486	 	1.159031419	0.150912377	0.230597215	33534.90068	 
CTTN	1.344710407	0.002688538	0.005940425	7671.103919	 	2.127384834	8.41E-06	0.000159901	7671.103919	 	1.694387795	1.06E-10	9.96E-10	7671.103919	 
LTBP4	3.481963461	1.15E-05	3.89E-05	30913.56909	 	2.978430615	0.014998937	0.059524248	30913.56909	 	1.076485813	0.751284533	0.82934199	30913.56909	 
HNRNPK	2.2068101	1.46E-13	1.41E-12	12675.14202	 	-1.348849953	0.102222719	0.242106695	17209.97725	 	-1.338281362	0.00098759	0.002832584	17002.50025	 
GANAB	-1.477494	8.44E-05	0.00024802	8691.348244	 	-2.874863134	5.32E-10	6.03E-08	17176.71987	 	-2.165135695	4.82E-21	1.75E-19	12757.68052	 
CCND1	2.015884791	0.003594407	0.007760505	7648.522333	 	-2.190208601	0.044537333	0.133521375	18674.34214	 	-2.17754367	8.16E-05	0.000295563	17515.46699	 
PTMA	5.959769681	1.87E-23	5.14E-22	25009.24235	 	1.011397982	0.969737028	0.984436456	25009.24235	 	1.186926276	0.244605426	0.343172953	25009.24235	 
CD9	5.138748591	2.23E-11	1.64E-10	13073.48859	 	2.454045487	0.023298953	0.082935674	13073.48859	 	1.551453225	0.02862934	0.056003357	13073.48859	 
TMED10	1.439584667	8.51E-05	0.00024974	6082.611784	 	-2.306337278	1.48E-07	6.16E-06	14247.87711	 	-2.402313034	2.65E-30	2.56E-28	14712.84021	 
DDX3X	1.66493741	0.000544132	0.001377239	11186.62973	 	1.085893829	0.740893057	0.847818525	11186.62973	 	-1.161960942	0.217013757	0.311589071	12998.75644	 
LDHA	1.428203082	0.091774339	0.140822243	8757.673085	 	-2.758497119	0.0035436	0.019574344	26647.42756	 	-1.139003909	0.453876595	0.562214645	10212.21608	 
WARS	-1.214120681	0.280595245	0.366720912	2530.814977	 	-2.190985575	0.0089973	0.040561682	4755.357512	 	-3.670251174	1.64E-18	4.27E-17	7772.631981	 
RPL41	11.04662827	1	1	33183.10919	 	1.415897526	1	1	33183.10919	 	1.252105869	1	1	33183.10919	 
MARCKS	1.132540953	0.515522291	0.604974075	6924.381173	 	-2.727425932	0.001604098	0.010559556	20436.61665	 	-2.584394803	1.66E-09	1.32E-08	18479.2292	 
SAMD4B	1.314439952	0.038922514	0.066165127	3819.218928	 	-1.145837291	0.545073095	0.709427154	4387.08503	 	1.207595249	0.08461357	0.142611046	3819.218928	 
SUN2	1.147788948	0.383674308	0.475500567	4849.818947	 	1.431311058	0.178642478	0.35200713	4849.818947	 	-1.030772617	0.816332249	0.880347018	4998.26115	 
C1QTNF3	-6.586428029	1.71E-08	8.67E-08	2715.857106	 	-11.42655691	1.62E-06	4.29E-05	6544.597834	 	-1.965958209	0.013048825	0.028223789	759.471265	 
HNRNPU	1.027587154	0.780697086	0.838369575	10977.44452	 	-1.551271677	0.008768042	0.039749273	17174.48729	 	-1.287966454	0.001732888	0.004691041	14175.26846	 
WIPF1	1.807407255	0.010447602	0.020382579	3875.381855	 	-1.763454852	0.132031397	0.287274804	7216.263941	 	-1.630764699	0.009967178	0.022227257	6404.593662	 
RPL4	2.634027106	1.82E-17	2.71E-16	41196.96503	 	-1.374926249	0.101419826	0.240554824	56906.18478	 	1.170370666	0.094332903	0.156236838	41196.96503	 
ATP2A2	-1.845166391	7.40E-05	0.000219727	10237.29137	 	-1.601463401	0.070818343	0.186717567	8997.472169	 	-1.564888845	0.000443635	0.001372607	8666.971649	 
LRP10	1.059530691	0.6607195	0.736473012	5543.555231	 	-1.244769872	0.328023605	0.524509416	6974.012044	 	-1.11736103	0.307675487	0.413025302	6225.014387	 
S100A10	6.751595664	1.24E-22	3.14E-21	6644.174451	 	1.01984846	0.951548254	0.973298967	6644.174451	 	-1.225952986	0.204141122	0.29642144	8113.457663	 
DCTN1	-2.328799587	2.02E-23	5.55E-22	10464.18917	 	-1.46038282	0.009417297	0.04198793	6574.415429	 	-1.316720765	8.88E-05	0.000318779	5905.935164	 
CSRP1	9.391592738	2.04E-24	6.11E-23	11224.2823	 	3.140865129	0.001481455	0.009946123	11224.2823	 	-1.314130243	0.129938528	0.203941405	14548.43182	 
BGN	-1.200807565	0.490959297	0.581960985	5304.948348	 	-6.923273747	5.10E-06	0.000106699	38065.30253	 	-2.185412748	0.000326789	0.001038598	9845.768371	 
TACC1	1.373571026	0.023352868	0.042016676	5791.690573	 	1.189648535	0.464262491	0.646110232	5791.690573	 	-2.048433794	5.32E-10	4.55E-09	11963.04537	 
THBS2	-1.771862179	0.226119825	0.30583911	9950.363423	 	-3.431812871	0.047035615	0.138888836	30052.54413	 	-4.363615913	9.51E-05	0.000339496	27406.69535	 
RAB7A	4.282108551	2.05E-39	2.53E-37	5713.679537	 	-1.054258998	0.779836969	0.873570484	6029.613489	 	-1.446876006	5.26E-05	0.000198204	8282.435044	 
SLC22A23	2.138369196	0.001931295	0.004382734	1304.435849	 	1.415542027	0.380932077	0.57377009	1304.435849	 	1.576159719	0.0237664	0.047694438	1304.435849	 
CORO1C	1.500523111	0.009159669	0.018089053	3803.323448	 	-1.206193616	0.47511321	0.654330156	4663.204743	 	-1.39437392	0.009630378	0.021587809	5368.642731	 
